Name,Price,Location,Mileage,URL
2010 Honda civic LX Sedan 4D,"$5,600","New Rochelle, NY",106K miles,https://www.facebook.com/marketplace/item/1671234433414921/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$5,000","Commack, NY",98K miles,https://www.facebook.com/marketplace/item/956038512816430/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Acura tsx Sedan 4D,"$5,500","Brooklyn, NY",151K miles,https://www.facebook.com/marketplace/item/725081843159628/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Honda civic EX Sedan 4D,"$1,450","Nesconset, NY",55K miles,https://www.facebook.com/marketplace/item/2329786550553920/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX-L Coupe 2D,"$3,000","Bronx, NY",145K miles,https://www.facebook.com/marketplace/item/804960524424190/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic,"$3,500","Beacon, NY",112K miles,https://www.facebook.com/marketplace/item/1181600829661940/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX Sedan 4D,"$4,899","Haledon, NJ",87K miles,https://www.facebook.com/marketplace/item/1480327182520207/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Honda civic hybrid,"$4,600","Uniondale, NY",165K miles,https://www.facebook.com/marketplace/item/660364232887876/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$4,775","Commack, NY",N/A,https://www.facebook.com/marketplace/item/390287867177397/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 BMW 5 series 535i xDrive Sedan 4D,"$6,700","New York, NY",126K miles,https://www.facebook.com/marketplace/item/215096801694713/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Hyundai genesis coupe 2.0T Premium Coupe 2D,"$4,900","Allentown, PA",89K miles,https://www.facebook.com/marketplace/item/2343562452500038/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic,"$5,999","New York, NY",142K miles,https://www.facebook.com/marketplace/item/872353724649188/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$3,800","South Richmond Hill, NY",155K miles,https://www.facebook.com/marketplace/item/1417847735763592/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$6,700","Jamaica, NY",98K miles,https://www.facebook.com/marketplace/item/1090672148704435/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX-L Sedan 4D,"$5,500","Stamford, CT",139K miles,https://www.facebook.com/marketplace/item/7993368310675496/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,900","New York, NY",98K miles,https://www.facebook.com/marketplace/item/983830036692726/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic EX Coupe 2D,"$6,000","North Brunswick, NJ",143K miles,https://www.facebook.com/marketplace/item/7709772519110267/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Coupe 2D,"$5,900","Brentwood, NY",153K miles,https://www.facebook.com/marketplace/item/461136213150805/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda accord SE Sedan 4D,"$6,000","Bronx, NY",135K miles,https://www.facebook.com/marketplace/item/798640205510712/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Honda civic EX Coupe 2D,"$4,300","North Babylon, NY",180K miles,https://www.facebook.com/marketplace/item/436686955551727/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2002 Honda accord SE Sedan 4D,"$3,500","New York, NY",126K miles,https://www.facebook.com/marketplace/item/391484683759905/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic,"$4,800","Hempstead, NY",139K miles,https://www.facebook.com/marketplace/item/1122693205641124/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Coupe 2D,"$5,900","Patchogue, NY",144K miles,https://www.facebook.com/marketplace/item/1470867126894720/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Honda civic LX Sedan 4D,"$2,000","Newark, NJ",121K miles,https://www.facebook.com/marketplace/item/1561181164665183/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Honda civic Value Coupe 2D,"$2,700","Medford, NY",140K miles,https://www.facebook.com/marketplace/item/1100512257672605/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$6,299","Stamford, CT",115K miles,https://www.facebook.com/marketplace/item/378996005143661/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$3,900","Mt Vernon, NY",N/A,https://www.facebook.com/marketplace/item/256240970915379/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX Sedan 4D,"$3,900","Brooklyn, NY",173K miles,https://www.facebook.com/marketplace/item/1657044728036131/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic Hybrid Sedan 4D,"$4,500","Newark, NJ",95K miles,https://www.facebook.com/marketplace/item/963694398770714/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic,"$4,200","Jersey City, NJ",159K miles,https://www.facebook.com/marketplace/item/468604475831704/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$5,700","Roosevelt, NY",127K miles,https://www.facebook.com/marketplace/item/1581272792726304/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic LX Sedan 4D,"$3,700","Brick, NJ",179K miles,https://www.facebook.com/marketplace/item/1846131429235115/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1994 Honda civic EX Coupe 2D,"$5,800","Brooklyn, NY",111K miles,https://www.facebook.com/marketplace/item/345188175204124/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Honda accord LX Wagon 4D,"$3,500","Huntington Station, NY",172K miles,https://www.facebook.com/marketplace/item/935701818298596/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic EX Sedan 4D,"$2,500","Riverside, NJ",98K miles,https://www.facebook.com/marketplace/item/472102211829238/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda .,"$3,800","Richmond Hill, NY",155K miles,https://www.facebook.com/marketplace/item/1286316378788907/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic,"$5,400","Haledon, NJ",128K miles,https://www.facebook.com/marketplace/item/867829675072811/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$4,995","Neptune City, NJ",148K miles,https://www.facebook.com/marketplace/item/7508450769245404/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda accord EX Sedan 4D,"$4,500","Bayonne, NJ",140K miles,https://www.facebook.com/marketplace/item/1790534048090117/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$6,000","New York, NY",132K miles,https://www.facebook.com/marketplace/item/4112438762316033/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda cr-v EX Sport Utility 4D,"$6,500","Paterson, NJ",173K miles,https://www.facebook.com/marketplace/item/1423333045217109/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Honda civic DX Coupe 2D,"$1,980","New York, NY",160K miles,https://www.facebook.com/marketplace/item/331763959542362/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,900","Bethpage, NY",157K miles,https://www.facebook.com/marketplace/item/1119843912401703/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Honda civic LX Sedan 4D,"$2,000","Poughkeepsie, NY",136K miles,https://www.facebook.com/marketplace/item/470988471952977/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Coupe 2D,"$3,100","Kingston, NY",166K miles,https://www.facebook.com/marketplace/item/1467610044192601/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Honda civic,"$1,000","New York, NY",131K miles,https://www.facebook.com/marketplace/item/326183526918329/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic,"$4,500","East Orange, NJ",136K miles,https://www.facebook.com/marketplace/item/994045032343555/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Honda civic LX Sedan 4D,"$2,800","Staten Island, NY",135K miles,https://www.facebook.com/marketplace/item/1635911397245614/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic DX Sedan 4D,"$3,500","Reading, PA",150K miles,https://www.facebook.com/marketplace/item/824601986385448/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX-L Coupe 2D,"$4,795","Clifton, NJ",170K miles,https://www.facebook.com/marketplace/item/1382373669148897/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic EX Sedan 4D,"$7,000","Richmond Hill, NY",106K miles,https://www.facebook.com/marketplace/item/1099725044691981/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Honda cr-v EX Sport Utility 4D,"$2,500","Bloomfield, NJ",161K miles,https://www.facebook.com/marketplace/item/288425470996373/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2003 Honda civic EX Coupe 2D,"$2,300","Brentwood, NY",161K miles,https://www.facebook.com/marketplace/item/803445541735575/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX-L Sedan 4D,"$4,200","Philadelphia, PA",135K miles,https://www.facebook.com/marketplace/item/999565231531525/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda accord LX Sedan 4D,"$5,000","Rosedale, NY",113K miles,https://www.facebook.com/marketplace/item/1423987114900933/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic LX Sedan 4D,"$6,300","Huntington Station, NY",122K miles,https://www.facebook.com/marketplace/item/1069484521425519/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic DX Sedan 4D,"$4,200","Lancaster, PA",155K miles,https://www.facebook.com/marketplace/item/734811515470503/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda fit,"$5,500","Colts Neck, NJ",144K miles,https://www.facebook.com/marketplace/item/1141749517025242/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Acura tsx Sedan 4D,"$3,500","Hillside, NJ",171K miles,https://www.facebook.com/marketplace/item/808173464105209/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Honda accord Sport Sedan 4D,"$2,350","Paterson, NJ",105K miles,https://www.facebook.com/marketplace/item/1550106465846998/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1990 Honda accord LX,"$3,500","New City, NY",84K miles,https://www.facebook.com/marketplace/item/966993921639008/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord EX-L Sedan 4D,"$6,000","East Elmhurst, NY",106K miles,https://www.facebook.com/marketplace/item/1135565397631016/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda accord EX Coupe 2D,"$1,500","St Albans, NY",165K miles,https://www.facebook.com/marketplace/item/804499311202306/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,200","Plainfield, NJ",174K miles,https://www.facebook.com/marketplace/item/998862978515042/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Honda civic DX Coupe 2D,"$4,300","Bay Shore, NY",142K miles,https://www.facebook.com/marketplace/item/414303261394343/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda accord LX Sedan 4D,"$3,999","Philadelphia, PA",137K miles,https://www.facebook.com/marketplace/item/1592407258223067/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Infiniti g37x,"$6,500","Meriden, CT",149K miles,https://www.facebook.com/marketplace/item/1090393635373338/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Honda accord,"$3,000","Linden, NJ",75K miles,https://www.facebook.com/marketplace/item/3757023837906826/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda accord EX-L Sedan 4D,"$2,300","Springfield, MA",96K miles,https://www.facebook.com/marketplace/item/2896619930478753/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Honda civic EX Coupe 2D,"$4,000","Fall River, MA",110K miles,https://www.facebook.com/marketplace/item/763389872607978/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda sport,"$5,750","Tarrytown, NY",160K miles,https://www.facebook.com/marketplace/item/2144233912592821/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda accord EX Coupe 2D,"$6,000","Tarrytown, NY",135K miles,https://www.facebook.com/marketplace/item/433080535852767/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2016 Honda accord Sport Sedan 4D,"$4,500","Paterson, NJ",105K miles,https://www.facebook.com/marketplace/item/775164484217720/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda cr-z EX Coupe 2D,"$4,200","Philadelphia, PA",100K miles,https://www.facebook.com/marketplace/item/389358300664437/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda accord hybrid Sedan 4D,"$5,000","Brooklyn, NY",50K miles,https://www.facebook.com/marketplace/item/1575233849967333/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1997 Honda prelude Coupe 2D,"$6,000","New Windsor, NY",129K miles,https://www.facebook.com/marketplace/item/407721981988820/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Coupe 2D,"$3,800","Philadelphia, PA",150K miles,https://www.facebook.com/marketplace/item/410065351878138/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Honda civic EX Coupe 2D,"$2,800","Middletown, NY",141K miles,https://www.facebook.com/marketplace/item/754928046833194/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Honda civic EX Sedan 4D,"$6,750","Hazleton, PA",111K miles,https://www.facebook.com/marketplace/item/997192511766956/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic,"$5,000","Newark, DE",140K miles,https://www.facebook.com/marketplace/item/1489739538244681/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic,"$3,850","Piscataway, NJ",175K miles,https://www.facebook.com/marketplace/item/442305878388535/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Acura tsx Sedan 4D,"$4,950","East Orange, NJ",170K miles,https://www.facebook.com/marketplace/item/752744836994724/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Honda civic,"$2,500","Stratford, CT",159K miles,https://www.facebook.com/marketplace/item/342810908229710/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic LX Sedan 4D,"$3,350","Brewster, NY",143K miles,https://www.facebook.com/marketplace/item/1796277767546013/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic LX Coupe 2D,"$3,200","Bronx, NY",87K miles,https://www.facebook.com/marketplace/item/837456954859293/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Honda accord,"$5,000","Linden, NJ",75K miles,https://www.facebook.com/marketplace/item/1448240382510617/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic EX Sedan 4D,"$5,000","Huntington Station, NY",124K miles,https://www.facebook.com/marketplace/item/3783181248571995/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$3,400","Bound Brook, NJ",169K miles,https://www.facebook.com/marketplace/item/3816489468672997/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Acura rsx Sport Coupe 2D,"$4,200","West Hartford, CT",161K miles,https://www.facebook.com/marketplace/item/769528835164123/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX-L Sedan 4D,"$4,900","Peekskill, NY",150K miles,https://www.facebook.com/marketplace/item/7877651855586433/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$6,900","New York, NY",98K miles,https://www.facebook.com/marketplace/item/740678911601588/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Acura tsx Sedan 4D,"$6,900","East Moriches, NY",110K miles,https://www.facebook.com/marketplace/item/444212014952218/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic DX Sedan 4D,"$5,000","Trenton, NJ",129K miles,https://www.facebook.com/marketplace/item/445110371540324/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2015 Honda civic EX-L Coupe 2D,"$2,500","Riverside, NJ",178K miles,https://www.facebook.com/marketplace/item/1074788000288553/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2014 Honda civic EX Sedan 4D,"$6,000","Philadelphia, PA",81K miles,https://www.facebook.com/marketplace/item/981128523728118/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Coupe 2D,"$4,000","Plainfield, NJ",177K miles,https://www.facebook.com/marketplace/item/1559303854616612/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX Sedan 4D,"$3,999","Westbury, NY",149K miles,https://www.facebook.com/marketplace/item/462674909578084/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Honda civic EX Coupe 2D,"$2,500","Tomkins Cove, NY",174K miles,https://www.facebook.com/marketplace/item/1820892055041852/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda accord EX-L Sedan 4D,"$4,000","Jersey City, NJ",162K miles,https://www.facebook.com/marketplace/item/802269954831648/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic DX Coupe 2D,"$4,500","Florence, NJ",121K miles,https://www.facebook.com/marketplace/item/1083677379388771/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Toyota corolla LE Eco Sedan 4D,"$3,000","Passaic, NJ",70K miles,https://www.facebook.com/marketplace/item/1445050672778516/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic EX Sedan 4D,"$5,000","Clark, NJ",70K miles,https://www.facebook.com/marketplace/item/1159578598383537/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$4,000","Stratford, CT",132K miles,https://www.facebook.com/marketplace/item/1193440291642775/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2021 Honda civic EX Sedan 4D,"$1,995","Newark, NJ",52K miles,https://www.facebook.com/marketplace/item/1137894447402918/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1999 Honda civic EX Coupe 2D,"$1,500","Haverstraw, NY",111K miles,https://www.facebook.com/marketplace/item/2604728426402408/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1990 Honda civic,"$2,300","Bound Brook, NJ",160K miles,https://www.facebook.com/marketplace/item/2338735252988250/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic EX Sedan 4D,"$5,200","Babylon, NY",141K miles,https://www.facebook.com/marketplace/item/805138784834461/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$4,000","Kingston, NY",179K miles,https://www.facebook.com/marketplace/item/7446900872056833/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic,"$4,995","Union City, NJ",174K miles,https://www.facebook.com/marketplace/item/1131135111413861/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Coupe 2D,"$2,700","Somerset, NJ",180K miles,https://www.facebook.com/marketplace/item/1596015741251454/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic LX Sedan 4D,"$5,950","Brentwood, NY",147K miles,https://www.facebook.com/marketplace/item/298352073327162/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic LX Sedan 4D,"$4,500","Norwalk, CT",143K miles,https://www.facebook.com/marketplace/item/792418219489127/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Honda accord,"$4,950","Dover, DE",180K miles,https://www.facebook.com/marketplace/item/996784915119132/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$4,900","Yonkers, NY",102K miles,https://www.facebook.com/marketplace/item/953349649775506/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda accord LX Sedan 4D,"$7,000","East Meadow, NY",139K miles,https://www.facebook.com/marketplace/item/1227228218247818/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2005 Honda civic LX Coupe 2D,"$3,000","Wrightstown, NJ",112K miles,https://www.facebook.com/marketplace/item/976651227206630/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2000 Honda civic LX Sedan 4D,"$1,234","Brooklyn, NY",120K miles,https://www.facebook.com/marketplace/item/835336771840943/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2018 Honda civic EX Sedan 4D,"$1,234","Bronx, NY",81K miles,https://www.facebook.com/marketplace/item/1433100804263982/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Honda civic EX Sedan 4D,"$2,000","Allentown, PA",106K miles,https://www.facebook.com/marketplace/item/996496728759480/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Acura tsx Sedan 4D,"$5,500","Allentown, PA",180K miles,https://www.facebook.com/marketplace/item/408041758756256/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic EX Sedan 4D,"$3,999","Hasbrouck Heights, NJ",176K miles,https://www.facebook.com/marketplace/item/1851444162022002/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic LX Sedan 4D,"$5,100","Danbury, CT",155K miles,https://www.facebook.com/marketplace/item/441518898563319/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic DX Sedan 4D,"$5,800","Syosset, NY",139K miles,https://www.facebook.com/marketplace/item/1094348208326850/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic LX Sedan 4D,"$1,200","West Nyack, NY",177K miles,https://www.facebook.com/marketplace/item/1624563411708511/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic EX Sedan 4D,"$4,500","Clifton Heights, PA",137K miles,https://www.facebook.com/marketplace/item/1457015161918106/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Honda civic,"$2,000","New York, NY",172K miles,https://www.facebook.com/marketplace/item/2144029559313113/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic LX Sedan 4D,"$6,000","Randolph, NJ",136K miles,https://www.facebook.com/marketplace/item/450248870825170/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda fit Hatchback 4D,"$4,300","Brooklyn, NY",156K miles,https://www.facebook.com/marketplace/item/3681429288781667/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic EX Sedan 4D,"$5,700","New Rochelle, NY",122K miles,https://www.facebook.com/marketplace/item/1618591882327290/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2020 Honda accord Sport Sedan 4D,"$2,800","Willingboro, NJ",70K miles,https://www.facebook.com/marketplace/item/965738325069702/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic,"$3,800","Philadelphia, PA",180K miles,https://www.facebook.com/marketplace/item/1112789209963422/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
1998 Honda civic EX Coupe 2D,"$1,700","Mt Vernon, NY",137K miles,https://www.facebook.com/marketplace/item/2782364641912286/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic LX Sedan 4D,"$5,300","Plainfield, NJ",N/A,https://www.facebook.com/marketplace/item/7682570105139648/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2001 Honda civic EX Coupe 2D,"$4,250","Linden, NJ",108K miles,https://www.facebook.com/marketplace/item/1293548058722914/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2012 Honda civic DX Sedan 4D,"$5,800","Philadelphia, PA",164K miles,https://www.facebook.com/marketplace/item/314863378149594/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Honda civic EX Coupe 2D,"$3,000","Bloomfield, NJ",N/A,https://www.facebook.com/marketplace/item/318993874549704/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2019 Honda Accord Hybrid,"$3,000","Newark, NJ",61K miles,https://www.facebook.com/marketplace/item/1533653010556814/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic Hybrid Sedan 4D,"$3,900","Bellerose, NY",165K miles,https://www.facebook.com/marketplace/item/977671747469194/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2010 Honda civic EX Sedan 4D,"$5,800","Greenbelt, MD",103K miles,https://www.facebook.com/marketplace/item/1098654797895081/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2007 Honda civic DX Sedan 4D,"$3,800","Pleasantville, NJ",142K miles,https://www.facebook.com/marketplace/item/1470539193670532/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Honda civic EX Sedan 4D,"$4,900","South Amboy, NJ",128K miles,https://www.facebook.com/marketplace/item/288072207707860/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2013 Volkswagen golf 2.5L Hatchback 4D,"$4,000","Mt Vernon, NY",155K miles,https://www.facebook.com/marketplace/item/803333077936810/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2004 Acura rsx Sport Coupe 2D,"$4,000","Coram, NY",103K miles,https://www.facebook.com/marketplace/item/1930142594050694/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2006 Acura tsx Sedan 4D,"$2,500","Paterson, NJ",145K miles,https://www.facebook.com/marketplace/item/803696734645254/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2008 Honda civic DX Sedan 4D,"$6,800","Riverhead, NY",N/A,https://www.facebook.com/marketplace/item/983973182775176/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
"2024 Acura tl Sedan 3,2","$3,800","Allentown, PA",156K miles,https://www.facebook.com/marketplace/item/1352415915400596/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2009 Honda civic DX Sedan 4D,"$4,500","Huntington Station, NY",160K miles,https://www.facebook.com/marketplace/item/1218881836156699/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2017 Honda pilot EX-L w/Navigation Sport Utility 4D,"$3,000","Clifton, NJ",90K miles,https://www.facebook.com/marketplace/item/1090431658707517/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
2011 Honda civic LX Sedan 4D,"$6,900","New York, NY",105K miles,https://www.facebook.com/marketplace/item/2229127044088193/?ref=search&referral_code=null&referral_story_type=post&__tn__=!%3AD
